checkpoint_label,sample_label,split,case_id,group_name,noise_pct,n_speakers,overlap_count,overlap_bucket,low_threshold,ref_segments,pred_segments,raw_segments,vbx_segments,der,miss,fa,conf,ov_precision,ov_recall,ov_f1,skipped,skip_reason,run_json,stdout_log,stderr_log,hyp_rttm,raw_rttm,noise_group
best_model,data5 | ov0 | 23% noise,test_data,data5,vivo,23.0,3,0.0,ov0,0.25,237,328,328,328,15.368263382694838,1.7756648785696927,11.661187242408065,1.9314112617170813,0.005626406601650412,0.48387096774193544,0.011123470522803115,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data5\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data5\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data5\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data5\forensics_best_model__thr025__test_data__data5\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data5\forensics_best_model__thr025__test_data__data5\raw_low025.rttm,with noise
best_model,data62 | ov5 | 23% noise,test_data,data62,vivo,23.0,4,5.0,ov5,0.05,294,512,512,512,29.111969444583302,0.4195688420889073,25.84451688506844,2.847883717425955,0.2868392393398676,0.9514635050018526,0.4407921556847683,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_005\test_data\data62\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_005\test_data\data62\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_005\test_data\data62\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_005\test_data\data62\forensics_best_model__thr005__test_data__data62\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_005\test_data\data62\forensics_best_model__thr005__test_data__data62\raw_low005.rttm,with noise
best_model,data62 | ov5 | 23% noise,test_data,data62,vivo,23.0,4,5.0,ov5,0.25,294,405,405,405,14.895862176489077,1.3597912706525672,11.463397150452924,2.072673755383585,0.5279560985711327,0.9446091144868469,0.6773379383634431,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data62\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data62\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data62\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data62\forensics_best_model__thr025__test_data__data62\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\best_model\thr_025\test_data\data62\forensics_best_model__thr025__test_data__data62\raw_low025.rttm,with noise
ep004_phase1_top4_anchor,data11 | ov10 | 0% noise,test_data,data11,vivo,0.0,2,10.0,ov10,0.05,285,441,441,441,8.349911825928132,0.047718619746036785,8.276515877705073,0.025677328477022213,0.6075465425531915,0.9978159978159978,0.7552433102593242,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data11\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data11\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data11\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data11\forensics_ep004_phase1_top4_anchor__thr005__test_data__data11\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data11\forensics_ep004_phase1_top4_anchor__thr005__test_data__data11\raw_low005.rttm,0% noise
ep004_phase1_top4_anchor,data11 | ov10 | 0% noise,test_data,data11,vivo,0.0,2,10.0,ov10,0.25,285,403,403,403,4.111571529451082,0.18897328748527445,3.8630385924730044,0.05955964949280293,0.7661486770264595,0.996014196014196,0.8660890207715133,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data11\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data11\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data11\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data11\forensics_ep004_phase1_top4_anchor__thr025__test_data__data11\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data11\forensics_ep004_phase1_top4_anchor__thr025__test_data__data11\raw_low025.rttm,0% noise
ep004_phase1_top4_anchor,data2 | ov0 | 0% noise,test_data,data2,vivo,0.0,2,0.0,ov0,0.05,257,428,428,428,11.224834659211574,0.05276399009627046,10.459411740678206,0.7126589284371001,0.005922589255922589,0.9102564102564101,0.011768606000331512,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data2\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data2\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data2\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data2\forensics_ep004_phase1_top4_anchor__thr005__test_data__data2\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data2\forensics_ep004_phase1_top4_anchor__thr005__test_data__data2\raw_low005.rttm,0% noise
ep004_phase1_top4_anchor,data2 | ov0 | 0% noise,test_data,data2,vivo,0.0,2,0.0,ov0,0.25,257,339,339,339,3.2179645621332615,0.5251997399170255,2.2885648803010543,0.4041999419151816,0.021765913757700206,0.6794871794871795,0.04218066056506168,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data2\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data2\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data2\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data2\forensics_ep004_phase1_top4_anchor__thr025__test_data__data2\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data2\forensics_ep004_phase1_top4_anchor__thr025__test_data__data2\raw_low025.rttm,0% noise
ep004_phase1_top4_anchor,data56 | ov5 | 0% noise,test_data,data56,vivo,0.0,2,5.0,ov5,0.05,257,522,522,522,18.75806876218494,0.13571809716436228,17.606316851275707,1.0160338137448688,0.24853211285417484,0.9795869926418229,0.39647428969426235,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data56\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data56\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data56\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data56\forensics_ep004_phase1_top4_anchor__thr005__test_data__data56\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data56\forensics_ep004_phase1_top4_anchor__thr005__test_data__data56\raw_low005.rttm,0% noise
ep004_phase1_top4_anchor,data56 | ov5 | 0% noise,test_data,data56,vivo,0.0,2,5.0,ov5,0.25,257,395,395,395,7.782729133657318,0.34724010348339196,5.993047292478888,1.4424417376950378,0.501836574938279,0.989081414668882,0.6658410897615148,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data56\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data56\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data56\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data56\forensics_ep004_phase1_top4_anchor__thr025__test_data__data56\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data56\forensics_ep004_phase1_top4_anchor__thr025__test_data__data56\raw_low025.rttm,0% noise
ep004_phase1_top4_anchor,data14 | ov10 | 17% noise,test_data,data14,vivo,17.0,3,10.0,ov10,0.05,324,620,620,620,31.669348542710196,0.2676750574656719,25.075561834883096,6.326111650361421,0.4268951454226737,0.9797208538587849,0.5946727132285151,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data14\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data14\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data14\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data14\forensics_ep004_phase1_top4_anchor__thr005__test_data__data14\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data14\forensics_ep004_phase1_top4_anchor__thr005__test_data__data14\raw_low005.rttm,with noise
ep004_phase1_top4_anchor,data14 | ov10 | 17% noise,test_data,data14,vivo,17.0,3,10.0,ov10,0.25,324,510,510,510,18.555134056048797,0.6312379831813048,10.732058603694117,7.1918374691733735,0.6347463329296191,0.9681444991789819,0.7667723319515566,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data14\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data14\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data14\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data14\forensics_ep004_phase1_top4_anchor__thr025__test_data__data14\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data14\forensics_ep004_phase1_top4_anchor__thr025__test_data__data14\raw_low025.rttm,with noise
ep004_phase1_top4_anchor,data5 | ov0 | 23% noise,test_data,data5,vivo,23.0,3,0.0,ov0,0.05,237,421,421,421,24.53050982406298,8.469758559400187e-06,22.450030737527683,2.0804706167767395,0.0036418607847179276,0.8548387096774194,0.007252822442695861,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data5\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data5\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data5\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data5\forensics_ep004_phase1_top4_anchor__thr005__test_data__data5\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data5\forensics_ep004_phase1_top4_anchor__thr005__test_data__data5\raw_low005.rttm,with noise
ep004_phase1_top4_anchor,data5 | ov0 | 23% noise,test_data,data5,vivo,23.0,3,0.0,ov0,0.25,237,332,332,332,10.888353289154416,0.24472076217744543,9.78967190831753,0.8539606186594417,0.012117540139351714,0.6451612903225807,0.02378828426999703,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data5\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data5\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data5\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data5\forensics_ep004_phase1_top4_anchor__thr025__test_data__data5\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data5\forensics_ep004_phase1_top4_anchor__thr025__test_data__data5\raw_low025.rttm,with noise
ep004_phase1_top4_anchor,data62 | ov5 | 23% noise,test_data,data62,vivo,23.0,4,5.0,ov5,0.05,294,549,549,549,26.062114258117013,0.1274331612293312,23.310020762331256,2.6246603345564288,0.3264833842451171,0.9800852167469433,0.48980442078463143,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data62\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data62\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data62\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data62\forensics_ep004_phase1_top4_anchor__thr005__test_data__data62\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_005\test_data\data62\forensics_ep004_phase1_top4_anchor__thr005__test_data__data62\raw_low005.rttm,with noise
ep004_phase1_top4_anchor,data62 | ov5 | 23% noise,test_data,data62,vivo,23.0,4,5.0,ov5,0.25,294,423,423,423,13.288111279846964,0.4658162992300681,10.484352084445526,2.33794289617137,0.5550343623868224,0.9425713227121155,0.6986611740473739,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data62\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data62\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data62\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data62\forensics_ep004_phase1_top4_anchor__thr025__test_data__data62\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep004_phase1_top4_anchor\thr_025\test_data\data62\forensics_ep004_phase1_top4_anchor__thr025__test_data__data62\raw_low025.rttm,with noise
ep007_phase2_top6_overlap,data11 | ov10 | 0% noise,test_data,data11,vivo,0.0,2,10.0,ov10,0.05,285,427,427,427,19.71299523728068,0.2858395700637952,18.927774904658985,0.4993807625579007,0.46053312629399584,0.9716079716079716,0.6248792906680712,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data11\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data11\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data11\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data11\forensics_ep007_phase2_top6_overlap__thr005__test_data__data11\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data11\forensics_ep007_phase2_top6_overlap__thr005__test_data__data11\raw_low005.rttm,0% noise
ep007_phase2_top6_overlap,data11 | ov10 | 0% noise,test_data,data11,vivo,0.0,2,10.0,ov10,0.25,285,368,368,368,8.302101296069521,0.09542735085803301,8.102068993694864,0.1046049515166236,0.6677757870488866,0.9971607971607971,0.7998861247372109,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data11\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data11\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data11\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data11\forensics_ep007_phase2_top6_overlap__thr025__test_data__data11\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data11\forensics_ep007_phase2_top6_overlap__thr025__test_data__data11\raw_low025.rttm,0% noise
ep007_phase2_top6_overlap,data2 | ov0 | 0% noise,test_data,data2,vivo,0.0,2,0.0,ov0,0.05,257,387,387,387,28.257427160558557,0.003027612329996827,26.75793629450316,1.496463253725398,0.003260869565217391,0.9615384615384615,0.006499696680821562,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data2\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data2\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data2\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data2\forensics_ep007_phase2_top6_overlap__thr005__test_data__data2\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data2\forensics_ep007_phase2_top6_overlap__thr005__test_data__data2\raw_low005.rttm,0% noise
ep007_phase2_top6_overlap,data2 | ov0 | 0% noise,test_data,data2,vivo,0.0,2,0.0,ov0,0.25,257,328,328,328,8.467475840994371,0.4332472983918194,7.060205358960384,0.9740231836421673,0.009596072305288998,0.5512820512820512,0.018863785917964462,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data2\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data2\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data2\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data2\forensics_ep007_phase2_top6_overlap__thr025__test_data__data2\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data2\forensics_ep007_phase2_top6_overlap__thr025__test_data__data2\raw_low025.rttm,0% noise
ep007_phase2_top6_overlap,data56 | ov5 | 0% noise,test_data,data56,vivo,0.0,2,5.0,ov5,0.05,257,508,508,508,33.07253233335715,0.17084467924075689,30.457723487893073,2.443964166223327,0.19389621185132408,0.9689057678613814,0.32312837664008237,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data56\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data56\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data56\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data56\forensics_ep007_phase2_top6_overlap__thr005__test_data__data56\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data56\forensics_ep007_phase2_top6_overlap__thr005__test_data__data56\raw_low005.rttm,0% noise
ep007_phase2_top6_overlap,data56 | ov5 | 0% noise,test_data,data56,vivo,0.0,2,5.0,ov5,0.25,257,386,386,386,12.546129519682983,0.6632311543264701,9.820192625441866,2.062705739914645,0.46885540814031934,0.9897934963209115,0.6363012130922407,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data56\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data56\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data56\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data56\forensics_ep007_phase2_top6_overlap__thr025__test_data__data56\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data56\forensics_ep007_phase2_top6_overlap__thr025__test_data__data56\raw_low025.rttm,0% noise
ep007_phase2_top6_overlap,data14 | ov10 | 17% noise,test_data,data14,vivo,17.0,3,10.0,ov10,0.05,324,602,602,602,37.35651615248565,0.7466712258435833,30.587499913032644,6.022345013609423,0.36678045418850264,0.9394909688013136,0.5275885519324088,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data14\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data14\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data14\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data14\forensics_ep007_phase2_top6_overlap__thr005__test_data__data14\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data14\forensics_ep007_phase2_top6_overlap__thr005__test_data__data14\raw_low005.rttm,with noise
ep007_phase2_top6_overlap,data14 | ov10 | 17% noise,test_data,data14,vivo,17.0,3,10.0,ov10,0.25,324,488,488,488,22.207224880443327,1.2838510241018632,12.970448598642617,7.952925257698845,0.6149387082192145,0.9493431855500821,0.7463972759694676,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data14\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data14\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data14\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data14\forensics_ep007_phase2_top6_overlap__thr025__test_data__data14\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data14\forensics_ep007_phase2_top6_overlap__thr025__test_data__data14\raw_low025.rttm,with noise
ep007_phase2_top6_overlap,data5 | ov0 | 23% noise,test_data,data5,vivo,23.0,3,0.0,ov0,0.05,237,416,416,416,28.657532420109273,0.01624572834460187,27.92761919625629,0.7136674955083799,0.002756041143757075,0.9032258064516129,0.005495314263284432,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data5\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data5\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data5\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data5\forensics_ep007_phase2_top6_overlap__thr005__test_data__data5\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data5\forensics_ep007_phase2_top6_overlap__thr005__test_data__data5\raw_low005.rttm,with noise
ep007_phase2_top6_overlap,data5 | ov0 | 23% noise,test_data,data5,vivo,23.0,3,0.0,ov0,0.25,237,331,331,331,13.190715891478128,0.9245175342069364,11.147897400861734,1.118300956409457,0.007182433819002668,0.564516129032258,0.014184397163120567,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data5\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data5\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data5\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data5\forensics_ep007_phase2_top6_overlap__thr025__test_data__data5\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data5\forensics_ep007_phase2_top6_overlap__thr025__test_data__data5\raw_low025.rttm,with noise
ep007_phase2_top6_overlap,data62 | ov5 | 23% noise,test_data,data62,vivo,23.0,4,5.0,ov5,0.05,294,572,572,572,32.135765166234165,0.04378567311400686,29.368870360137457,2.7231091329827017,0.266767349161942,0.9980548351241201,0.42100533338542984,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data62\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data62\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data62\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data62\forensics_ep007_phase2_top6_overlap__thr005__test_data__data62\hyp_low005.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_005\test_data\data62\forensics_ep007_phase2_top6_overlap__thr005__test_data__data62\raw_low005.rttm,with noise
ep007_phase2_top6_overlap,data62 | ov5 | 23% noise,test_data,data62,vivo,23.0,4,5.0,ov5,0.25,294,415,415,415,15.00475312453011,0.4995552487057116,12.111519344029741,2.3936785317946545,0.5203479799469183,0.9806409781400518,0.6799177959026395,False,,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data62\result.json,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data62\stdout.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data62\stderr.log,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data62\forensics_ep007_phase2_top6_overlap__thr025__test_data__data62\hyp_low025.rttm,D:\infe\threshold_sweep_vivo_noise_report_optimized\runs\ep007_phase2_top6_overlap\thr_025\test_data\data62\forensics_ep007_phase2_top6_overlap__thr025__test_data__data62\raw_low025.rttm,with noise
