checkpoint_label,sample_label,split,case_id,group_name,n_speakers,overlap_count,overlap_bucket,low_threshold,ref_segments,pred_segments,raw_segments,vbx_segments,der,miss,fa,conf,ov_precision,ov_recall,ov_f1,skipped,skip_reason,run_json,stdout_log,stderr_log,hyp_rttm,raw_rttm
best_model,chuyen_ho,test_labeled,data1,chuyen_ho,4,0.0,ov0,0.05,632,866,866,866,54.996143851089364,0.20167119901371633,52.44171747875961,2.3527551733160355,0.01344094823352215,0.6768342951360264,0.026358455734810177,False,,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data1\result.json,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data1\stdout.log,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data1\stderr.log,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data1\forensics_best_model__thr005__test_labeled__data1\hyp_low005.rttm,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data1\forensics_best_model__thr005__test_labeled__data1\raw_low005.rttm
best_model,chuyen_ho,test_labeled,data1,chuyen_ho,4,0.0,ov0,0.15,632,746,746,746,38.145358493688455,1.3972682508851295,34.10420239167723,2.643887851126104,0.02701754385964912,0.4443528441879637,0.050937957756461746,False,,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data1\result.json,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data1\stdout.log,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data1\stderr.log,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data1\forensics_best_model__thr015__test_labeled__data1\hyp_low015.rttm,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data1\forensics_best_model__thr015__test_labeled__data1\raw_low015.rttm
best_model,chuyen_ho,test_labeled,data1,chuyen_ho,4,0.0,ov0,0.25,632,713,713,713,32.74298069403655,3.889986626643328,26.22015358004775,2.6328404873454696,0.056253863589532244,0.22506183017312448,0.09000989119683481,False,,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data1\result.json,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data1\stdout.log,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data1\stderr.log,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data1\forensics_best_model__thr025__test_labeled__data1\hyp_low025.rttm,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data1\forensics_best_model__thr025__test_labeled__data1\raw_low025.rttm
best_model,chuyen_ho,test_labeled,data1,chuyen_ho,4,0.0,ov0,0.35,632,665,665,665,31.79304327623192,7.600796438334179,22.27662768144641,1.9156191564513327,0.001077586206896552,0.0008244023083264633,0.0009341429238673519,False,,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data1\result.json,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data1\stdout.log,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data1\stderr.log,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data1\forensics_best_model__thr035__test_labeled__data1\hyp_low035.rttm,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data1\forensics_best_model__thr035__test_labeled__data1\raw_low035.rttm
best_model,chuyen_ho,test_labeled,data1,chuyen_ho,4,0.0,ov0,0.45,632,633,633,633,32.14173006555585,11.359696130118383,19.57618843551341,1.2058454999240555,0.0,0.0,0.0,False,,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data1\result.json,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data1\stdout.log,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data1\stderr.log,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data1\forensics_best_model__thr045__test_labeled__data1\hyp_low045.rttm,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data1\forensics_best_model__thr045__test_labeled__data1\raw_low045.rttm
best_model,coi_moi,test_labeled,data19,coi_moi,4,0.0,ov0,0.05,669,1418,1418,1418,96.39525362585026,0.577241911134031,91.04738284492815,4.7706288697881005,0.028238767381734333,0.9282227964398507,0.05481008044349883,False,,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data19\result.json,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data19\stdout.log,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data19\stderr.log,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data19\forensics_best_model__thr005__test_labeled__data19\hyp_low005.rttm,D:\infe\threshold_sweep_report\runs\thr_005\test_labeled\data19\forensics_best_model__thr005__test_labeled__data19\raw_low005.rttm
best_model,coi_moi,test_labeled,data19,coi_moi,4,0.0,ov0,0.15,669,1126,1126,1126,62.516373242348614,2.9014758735886033,55.242018831410256,4.372878537349767,0.04362552260659411,0.7100200976169969,0.08220043210902443,False,,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data19\result.json,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data19\stdout.log,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data19\stderr.log,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data19\forensics_best_model__thr015__test_labeled__data19\hyp_low015.rttm,D:\infe\threshold_sweep_report\runs\thr_015\test_labeled\data19\forensics_best_model__thr015__test_labeled__data19\raw_low015.rttm
best_model,coi_moi,test_labeled,data19,coi_moi,4,0.0,ov0,0.25,669,1028,1028,1028,51.035377756054245,6.232128710422339,40.356075346124015,4.4471736995079,0.05255300999268828,0.4952627045650302,0.09502299831988321,False,,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data19\result.json,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data19\stdout.log,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data19\stderr.log,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data19\forensics_best_model__thr025__test_labeled__data19\hyp_low025.rttm,D:\infe\threshold_sweep_report\runs\thr_025\test_labeled\data19\forensics_best_model__thr025__test_labeled__data19\raw_low025.rttm
best_model,coi_moi,test_labeled,data19,coi_moi,4,0.0,ov0,0.35,669,959,959,959,45.43547687264012,10.091504517814391,31.452129139274216,3.8918432155515186,0.06242403617093684,0.3686477174849268,0.10676866788624646,False,,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data19\result.json,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data19\stdout.log,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data19\stderr.log,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data19\forensics_best_model__thr035__test_labeled__data19\hyp_low035.rttm,D:\infe\threshold_sweep_report\runs\thr_035\test_labeled\data19\forensics_best_model__thr035__test_labeled__data19\raw_low035.rttm
best_model,coi_moi,test_labeled,data19,coi_moi,4,0.0,ov0,0.45,669,934,934,934,43.495662647074376,14.870879052522454,24.62343977095552,4.0013438235963985,0.07098581981828989,0.24002296870513926,0.10956749672346003,False,,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data19\result.json,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data19\stdout.log,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data19\stderr.log,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data19\forensics_best_model__thr045__test_labeled__data19\hyp_low045.rttm,D:\infe\threshold_sweep_report\runs\thr_045\test_labeled\data19\forensics_best_model__thr045__test_labeled__data19\raw_low045.rttm
